label	layer	phase	bucket	count	mean_cos	mean_rel_l2	mean_rms_delta	mean_mean_abs_delta	mean_max_abs_delta	mean_router_top1_match	mean_router_topk_jaccard	mean_router_margin_delta
base_k100	20	input	64-256	6	0.911081225	0.368755459	+0.033435553	+0.013862376	+1.208333333	nan	nan	nan
base_k100	20	input	768-1024	8	0.895199269	0.427750944	+0.007184200	-0.008064739	+0.734375000	nan	nan	nan
base_k100	20	input	all	256	0.924975918	0.323810218	-0.004294882	+0.000090753	-0.020507812	nan	nan	nan
base_k100	20	mlp_output	0-64	128	0.912196166	0.372072844	+0.004230936	+0.002259712	+0.065673828	nan	nan	nan
base_k100	20	mlp_output	1024-1000000000	98	0.945371885	0.290826620	+0.011379583	+0.007672762	+0.127551020	nan	nan	nan
base_k100	20	mlp_output	256-512	8	0.973348595	0.207210090	+0.006977662	+0.006084524	+0.062500000	nan	nan	nan
base_k100	20	mlp_output	512-768	8	0.937288955	0.285548443	+0.006970305	+0.002800625	+0.000000000	nan	nan	nan
base_k100	20	mlp_output	64-256	6	0.908811748	0.380421463	+0.005432049	-0.001895286	+0.197916667	nan	nan	nan
base_k100	20	mlp_output	768-1024	8	0.925988749	0.360759033	-0.009153988	-0.012182204	+0.097656250	nan	nan	nan
base_k100	20	mlp_output	all	256	0.927943105	0.332957040	+0.006748840	+0.003919631	+0.091308594	nan	nan	nan
base_k100	20	moe_output	0-64	128	0.891365869	0.423022055	+0.001228621	+0.001303158	+0.000274658	nan	nan	nan
base_k100	20	moe_output	1024-1000000000	98	0.923527439	0.342852707	+0.000365194	+0.000514412	-0.003208705	nan	nan	nan
base_k100	20	moe_output	256-512	8	0.953584664	0.273067759	-0.000451469	+0.000667707	-0.064453125	nan	nan	nan
base_k100	20	moe_output	512-768	8	0.940316372	0.312475689	+0.000696404	-0.000359942	+0.060058594	nan	nan	nan
base_k100	20	moe_output	64-256	6	0.902454674	0.381948590	-0.003393698	-0.002677386	-0.039062500	nan	nan	nan
base_k100	20	moe_output	768-1024	8	0.872449532	0.490150750	+0.002404808	+0.001578150	+0.074218750	nan	nan	nan
base_k100	20	moe_output	all	256	0.906820519	0.385326693	+0.000757376	+0.000844686	+0.000175476	nan	nan	nan
base_k100	20	output	0-64	128	0.915365608	0.342290703	+0.010128448	+0.011051945	+0.545898438	nan	nan	nan
base_k100	20	output	1024-1000000000	98	0.955699411	0.240854345	-0.016167528	-0.008524548	-0.400510204	nan	nan	nan
base_k100	20	output	256-512	8	0.971232742	0.201770224	-0.009421341	-0.004468303	-0.156250000	nan	nan	nan
base_k100	20	output	512-768	8	0.958751187	0.238985723	-0.011679664	-0.000420410	-0.562500000	nan	nan	nan
base_k100	20	output	64-256	6	0.926451683	0.327190702	+0.009324441	+0.011054297	+0.291666667	nan	nan	nan
base_k100	20	output	768-1024	8	0.904399239	0.398767888	+0.017105222	-0.001067519	+0.812500000	nan	nan	nan
base_k100	20	output	all	256	0.933824670	0.297251057	-0.001031234	+0.002335622	+0.129394531	nan	nan	nan
base_k100	20	router_logits	0-64	128	0.969796868	0.133787500	+0.024231515	+0.025614303	+0.000000000	0.601562500	0.659747024	+0.004699707
base_k100	20	router_logits	1024-1000000000	98	0.992816761	0.106025913	+0.040538377	+0.044315511	+0.014349490	0.744897959	0.765014577	-0.033322704
base_k100	20	router_logits	256-512	8	0.997099519	0.064067800	+0.010745302	+0.009057999	+0.039062500	0.750000000	0.842857143	+0.001953125
base_k100	20	router_logits	512-768	8	0.996808521	0.075245959	-0.003142804	-0.001771927	-0.054687500	0.750000000	0.683333333	-0.041015625
base_k100	20	router_logits	64-256	6	0.994024187	0.096555839	-0.056152761	-0.060704549	-0.080729167	0.833333333	0.644444444	+0.072916667
base_k100	20	router_logits	768-1024	8	0.985157803	0.161703497	+0.061907262	+0.067469120	+0.074218750	0.625000000	0.602380952	+0.087890625
base_k100	20	router_logits	all	256	0.981354350	0.119151612	+0.028490455	+0.030685020	+0.005432129	0.671875000	0.704352679	-0.007171631
base_k100	24	attention_output	0-64	128	0.950554841	0.293485864	-0.068716792	-0.021780652	-1.549316406	nan	nan	nan
base_k100	24	attention_output	1024-1000000000	98	0.968998150	0.213593298	-0.005527794	-0.002703616	-0.291135204	nan	nan	nan
base_k100	24	attention_output	256-512	8	0.981600501	0.180226262	-0.026377611	-0.021747336	-0.390625000	nan	nan	nan
base_k100	24	attention_output	512-768	8	0.974821448	0.207918253	-0.078380212	-0.027559556	-1.375000000	nan	nan	nan
base_k100	24	attention_output	64-256	6	0.964436521	0.276024912	+0.052843054	+0.001161178	+0.781250000	nan	nan	nan
base_k100	24	attention_output	768-1024	8	0.967245579	0.270529664	-0.011727095	-0.026433609	+0.046875000	nan	nan	nan
base_k100	24	attention_output	all	256	0.960190616	0.255562018	-0.038876149	-0.014264980	-0.921508789	nan	nan	nan
base_k100	24	input	0-64	128	0.883445819	0.401738339	-0.014293410	-0.001924470	-1.175781250	nan	nan	nan
base_k100	24	input	1024-1000000000	98	0.913785134	0.330588863	-0.018383878	-0.004395797	-0.991071429	nan	nan	nan
base_k100	24	input	256-512	8	0.943799429	0.282768618	-0.005253926	-0.001152068	-0.437500000	nan	nan	nan
base_k100	24	input	512-768	8	0.928356089	0.317494915	-0.002238989	+0.002788097	-0.015625000	nan	nan	nan
base_k100	24	input	64-256	6	0.943230172	0.318411751	-0.003126631	-0.009732405	+0.625000000	nan	nan	nan
base_k100	24	input	768-1024	8	0.871785544	0.469891940	+0.037782930	+0.004345752	+2.828125000	nan	nan	nan
base_k100	24	input	all	256	0.899386396	0.368327853	-0.013311001	-0.002686174	-0.878417969	nan	nan	nan
base_k100	24	mlp_output	0-64	128	0.907756741	0.340668032	+0.007067284	+0.001635924	+0.272094727	nan	nan	nan
base_k100	24	mlp_output	1024-1000000000	98	0.931180345	0.301896346	+0.011978124	+0.020445033	-0.084821429	nan	nan	nan
base_k100	24	mlp_output	256-512	8	0.966010921	0.229961349	+0.018626839	-0.000329956	+0.421875000	nan	nan	nan
base_k100	24	mlp_output	512-768	8	0.956871197	0.276137749	+0.032840490	+0.006041609	+0.906250000	nan	nan	nan
base_k100	24	mlp_output	64-256	6	0.973566552	0.226070518	+0.025161147	-0.006812513	+0.937500000	nan	nan	nan
base_k100	24	mlp_output	768-1024	8	0.941475391	0.307082801	-0.014567733	-0.029322259	+0.234375000	nan	nan	nan
base_k100	24	mlp_output	all	256	0.922674984	0.316614173	+0.009861844	+0.007747077	+0.174377441	nan	nan	nan
base_k100	24	moe_output	0-64	128	0.885095732	0.443051572	-0.000316508	+0.000312812	-0.022521973	nan	nan	nan
base_k100	24	moe_output	1024-1000000000	98	0.906585204	0.379932850	+0.002026945	+0.001284371	+0.041075415	nan	nan	nan
base_k100	24	moe_output	256-512	8	0.938698255	0.315883632	+0.001936096	+0.001180729	+0.047119141	nan	nan	nan
base_k100	24	moe_output	512-768	8	0.939416729	0.310904621	-0.000326601	+0.000815676	-0.030273438	nan	nan	nan
base_k100	24	moe_output	64-256	6	0.943077892	0.334047102	+0.000389095	-0.001487747	+0.078125000	nan	nan	nan
base_k100	24	moe_output	768-1024	8	0.821659330	0.490672908	-0.000962950	-0.000433284	+0.005126953	nan	nan	nan
base_k100	24	moe_output	all	256	0.896071350	0.409718721	+0.000647010	+0.000662058	+0.006980896	nan	nan	nan
base_k100	24	output	0-64	128	0.875390103	0.420406445	-0.012613242	+0.000302693	-1.213867188	nan	nan	nan
base_k100	24	output	1024-1000000000	98	0.906000234	0.347854259	-0.010191814	-0.000837954	-0.658163265	nan	nan	nan
base_k100	24	output	256-512	8	0.939213917	0.287255548	-0.004509769	+0.000890143	-0.828125000	nan	nan	nan
base_k100	24	output	512-768	8	0.930305630	0.323001131	+0.015589766	+0.008983284	+0.640625000	nan	nan	nan
base_k100	24	output	64-256	6	0.941896141	0.323000909	-0.007511050	-0.013385812	+0.687500000	nan	nan	nan
base_k100	24	output	768-1024	8	0.857830781	0.483709207	+0.027260661	+0.007858984	+1.875000000	nan	nan	nan
base_k100	24	output	all	256	0.891828655	0.385122949	-0.009186069	+0.000070975	-0.790039062	nan	nan	nan
base_k100	24	router_logits	0-64	128	0.977312522	0.132535257	-0.005321102	-0.003874764	-0.076049805	0.679687500	0.652306548	-0.047363281
base_k100	24	router_logits	1024-1000000000	98	0.991348453	0.110663221	+0.036933577	+0.037027948	+0.033641582	0.714285714	0.724975705	+0.007653061
base_k100	24	router_logits	256-512	8	0.996603526	0.072815743	-0.022726730	-0.025098801	+0.056640625	0.750000000	0.742857143	+0.054687500
base_k100	24	router_logits	512-768	8	0.996247277	0.073225113	-0.006891996	-0.010638714	+0.023437500	0.875000000	0.916666667	-0.037109375
base_k100	24	router_logits	64-256	6	0.997264425	0.072851764	-0.061785499	-0.061640422	-0.046875000	0.833333333	0.688888889	-0.013020833
base_k100	24	router_logits	768-1024	8	0.982909404	0.144123769	-0.045925066	-0.047766685	-0.128906250	0.875000000	0.551190476	-0.187500000
base_k100	24	router_logits	all	256	0.984522732	0.119406001	+0.007669242	+0.008183176	-0.027770996	0.710937500	0.688913690	-0.026367188
base_k100	28	attention_output	0-64	128	0.949655124	0.291987965	-0.042328372	-0.013472449	-0.459106445	nan	nan	nan
base_k100	28	attention_output	1024-1000000000	98	0.951888887	0.250692748	+0.004917637	-0.003160669	+0.209901148	nan	nan	nan
base_k100	28	attention_output	256-512	8	0.970457084	0.211855005	-0.066591375	-0.018339831	-0.904296875	nan	nan	nan
base_k100	28	attention_output	512-768	8	0.957644358	0.217304341	-0.017628528	-0.009550553	-0.480468750	nan	nan	nan
base_k100	28	attention_output	64-256	6	0.970913609	0.253952426	+0.022837212	+0.008791909	+0.020833333	nan	nan	nan
base_k100	28	attention_output	768-1024	8	0.944913566	0.307125773	-0.000846472	-0.006459776	+0.193359375	nan	nan	nan
base_k100	28	attention_output	all	256	0.951760033	0.270923220	-0.021404730	-0.008813550	-0.185943604	nan	nan	nan
base_k100	28	input	0-64	128	0.878278545	0.433821553	-0.006174092	-0.001858314	-0.579833984	nan	nan	nan
base_k100	28	input	1024-1000000000	98	0.900899217	0.375724564	+0.011085224	+0.006002176	+0.644770408	nan	nan	nan
base_k100	28	input	256-512	8	0.943654694	0.296882543	+0.005764604	+0.004736457	-0.542968750	nan	nan	nan
base_k100	28	input	512-768	8	0.931006931	0.310875491	-0.009505056	-0.007018551	+0.394531250	nan	nan	nan
base_k100	28	input	64-256	6	0.941385110	0.329098675	-0.021968951	-0.022475690	+0.604166667	nan	nan	nan
base_k100	28	input	768-1024	8	0.884257875	0.432449077	-0.001358584	+0.003856156	-0.496093750	nan	nan	nan
base_k100	28	input	all	256	0.892294702	0.400962559	+0.000482274	+0.000890966	-0.049072266	nan	nan	nan
base_k100	28	mlp_output	0-64	128	0.973995757	0.213630395	-0.243380032	-0.113791995	-2.810546875	nan	nan	nan
base_k100	28	mlp_output	1024-1000000000	98	0.983921291	0.158525346	-0.285460204	-0.090850660	-4.665816327	nan	nan	nan
base_k100	28	mlp_output	256-512	8	0.990898751	0.129192731	-0.108269215	-0.153411388	-3.062500000	nan	nan	nan
base_k100	28	mlp_output	512-768	8	0.990773275	0.142489972	+0.242035747	+0.050360739	+3.718750000	nan	nan	nan
base_k100	28	mlp_output	64-256	6	0.984180917	0.181060386	-0.220311324	-0.094379346	-2.541666667	nan	nan	nan
base_k100	28	mlp_output	768-1024	8	0.989257693	0.148764815	-0.115611076	-0.024787843	-3.468750000	nan	nan	nan
base_k100	28	mlp_output	all	256	0.979563542	0.184883269	-0.235563939	-0.097881734	-3.338867188	nan	nan	nan
base_k100	28	moe_output	0-64	128	0.900819122	0.403308016	-0.000651307	-0.000260683	-0.012638092	nan	nan	nan
base_k100	28	moe_output	1024-1000000000	98	0.915565490	0.343403190	-0.001241735	-0.001035435	-0.007259447	nan	nan	nan
base_k100	28	moe_output	256-512	8	0.952295616	0.312190305	+0.001765754	+0.001263445	+0.017333984	nan	nan	nan
base_k100	28	moe_output	512-768	8	0.957385853	0.294122082	+0.000780611	+0.000720642	-0.005065918	nan	nan	nan
base_k100	28	moe_output	64-256	6	0.938629756	0.328968593	-0.000915535	-0.000766693	-0.005696615	nan	nan	nan
base_k100	28	moe_output	768-1024	8	0.916859820	0.372355804	-0.001706691	-0.001099023	-0.031250000	nan	nan	nan
base_k100	28	moe_output	all	256	0.911228025	0.371406624	-0.000796223	-0.000517030	-0.009824753	nan	nan	nan
base_k100	28	output	0-64	128	0.896082410	0.418936230	-0.001429857	-0.001131298	-0.057006836	nan	nan	nan
base_k100	28	output	1024-1000000000	98	0.921193180	0.347143417	-0.008750299	-0.006200729	-0.056760204	nan	nan	nan
base_k100	28	output	256-512	8	0.952714637	0.295435210	+0.011796147	+0.007641025	-0.140625000	nan	nan	nan
base_k100	28	output	512-768	8	0.948715076	0.296674932	-0.007415995	-0.004513226	+0.074218750	nan	nan	nan
base_k100	28	output	64-256	6	0.929369102	0.365917570	-0.016462157	-0.012953510	+0.239583333	nan	nan	nan
base_k100	28	output	768-1024	8	0.924941584	0.367242731	-0.020994149	-0.015787050	-0.507812500	nan	nan	nan
base_k100	28	output	all	256	0.910791661	0.380914924	-0.004969672	-0.003638565	-0.062561035	nan	nan	nan
base_k100	28	router_logits	0-64	128	0.976110989	0.206156715	+0.007908310	+0.011947779	-0.054077148	0.789062500	0.702976190	-0.032714844
base_k100	28	router_logits	1024-1000000000	98	0.975487378	0.181715319	+0.004622850	+0.006591652	-0.065369898	0.836734694	0.775704568	-0.070551658
base_k100	28	router_logits	256-512	8	0.981322639	0.188440329	+0.015739195	+0.008831412	+0.076171875	0.625000000	0.750000000	+0.021484375
base_k100	28	router_logits	512-768	8	0.986542962	0.138610870	+0.014014326	+0.010208070	+0.039062500	0.750000000	0.733333333	+0.125000000
base_k100	28	router_logits	64-256	6	0.989532053	0.157306246	-0.013287346	-0.014358997	-0.114583333	0.666666667	0.866666667	-0.218750000
base_k100	28	router_logits	768-1024	8	0.979883380	0.184483053	+0.018284187	+0.022561461	+0.054687500	0.625000000	0.683333333	+0.005859375
base_k100	28	router_logits	all	256	0.976793570	0.192313564	+0.006913596	+0.009460747	-0.049438477	0.792968750	0.736458333	-0.043731689
