label	layer	phase	bucket	count	mean_cos	mean_rel_l2	mean_rms_delta	mean_mean_abs_delta	mean_max_abs_delta	mean_router_top1_match	mean_router_topk_jaccard	mean_router_margin_delta
base_k100	0	output	768-1024	21	0.380585949	0.040054716	+0.000246582	+0.000053840	-0.035714286	nan	nan	nan
base_k100	0	output	all	592	0.432034573	0.037239009	-0.000344253	-0.000132833	-0.022592905	nan	nan	nan
base_k100	0	router_logits	0-64	320	0.399870612	0.025160727	+0.001119901	+0.001517651	-0.002685547	0.981250000	0.981250000	-0.001757813
base_k100	0	router_logits	1024-1000000000	196	0.499888652	0.021405600	-0.000587306	-0.000267627	-0.007812500	0.969387755	0.971428571	-0.005978954
base_k100	0	router_logits	256-512	20	0.399916744	0.020457950	-0.000648791	-0.000520849	+0.001562500	1.000000000	1.000000000	+0.014062500
base_k100	0	router_logits	512-768	20	0.399905342	0.021579571	+0.002669793	+0.003084278	-0.006250000	0.900000000	0.980000000	-0.000781250
base_k100	0	router_logits	64-256	15	0.399906063	0.021515466	+0.000659808	+0.000203164	-0.002083333	1.000000000	0.973333333	-0.012500000
base_k100	0	router_logits	768-1024	21	0.380851010	0.023421437	+0.000106993	+0.000620002	+0.007440476	1.000000000	1.000000000	+0.001488095
base_k100	0	router_logits	all	592	0.432313641	0.023324556	+0.000499697	+0.000845489	-0.003985431	0.976351351	0.979054054	-0.002744932
base_k100	4	attention_output	0-64	320	0.396695788	0.121779103	-0.009224492	-0.004050405	-0.226367188	nan	nan	nan
base_k100	4	attention_output	1024-1000000000	196	0.497638902	0.096518017	-0.004961610	-0.003331698	-0.047512755	nan	nan	nan
base_k100	4	attention_output	256-512	20	0.397137180	0.115527323	-0.005853254	-0.001017815	-0.081250000	nan	nan	nan
base_k100	4	attention_output	512-768	20	0.397823849	0.104574917	-0.005364954	-0.001069894	-0.150000000	nan	nan	nan
base_k100	4	attention_output	64-256	15	0.395535676	0.148973052	-0.017230654	-0.011740534	-0.404166667	nan	nan	nan
base_k100	4	attention_output	768-1024	21	0.378315415	0.114036293	-0.001802791	+0.002404625	-0.130952381	nan	nan	nan
base_k100	4	attention_output	all	592	0.429487764	0.111771240	-0.007508439	-0.003575181	-0.160789696	nan	nan	nan
base_k100	4	input	0-64	320	0.398832921	0.062119355	+0.002035893	+0.000401916	+0.055468750	nan	nan	nan
base_k100	4	input	1024-1000000000	196	0.499508831	0.042435413	-0.001379658	-0.000606404	-0.005739796	nan	nan	nan
base_k100	4	input	256-512	20	0.399447459	0.049090669	+0.002517012	+0.000601923	-0.068750000	nan	nan	nan
base_k100	4	input	512-768	20	0.399585298	0.043815503	+0.002516288	+0.000737731	+0.006250000	nan	nan	nan
base_k100	4	input	64-256	15	0.399135486	0.063716838	-0.001891931	-0.001611313	+0.008333333	nan	nan	nan
base_k100	4	input	768-1024	21	0.380530468	0.046960113	+0.001701440	+0.000228712	-0.029761905	nan	nan	nan
base_k100	4	input	all	592	0.431569414	0.053168669	+0.000826165	+0.000029027	+0.025126689	nan	nan	nan
base_k100	4	mlp_output	0-64	320	0.397842469	0.086483153	+0.000074406	+0.000447557	-0.008691406	nan	nan	nan
base_k100	4	mlp_output	1024-1000000000	196	0.499201011	0.056886568	+0.000528402	+0.000410528	+0.008609694	nan	nan	nan
base_k100	4	mlp_output	256-512	20	0.398579866	0.077869943	+0.001771897	+0.000703822	+0.060937500	nan	nan	nan
base_k100	4	mlp_output	512-768	20	0.399214825	0.067395274	+0.005318674	+0.001173726	+0.084375000	nan	nan	nan
base_k100	4	mlp_output	64-256	15	0.399165467	0.078327080	+0.020727992	+0.006509022	+0.285416667	nan	nan	nan
base_k100	4	mlp_output	768-1024	21	0.379618946	0.079797120	+0.003409371	+0.002433788	+0.026785714	nan	nan	nan
base_k100	4	mlp_output	all	592	0.430858720	0.073887455	+0.001100852	+0.000692529	+0.011243666	nan	nan	nan
base_k100	4	moe_output	0-64	320	0.393849020	0.150142374	-0.000214935	-0.000202576	-0.002081299	nan	nan	nan
base_k100	4	moe_output	1024-1000000000	196	0.493894710	0.123772314	-0.000654719	-0.000574526	-0.002278231	nan	nan	nan
base_k100	4	moe_output	256-512	20	0.395677555	0.150884717	+0.000157664	+0.000077239	+0.000756836	nan	nan	nan
base_k100	4	moe_output	512-768	20	0.390171307	0.187683854	+0.000925302	+0.000894024	+0.000463867	nan	nan	nan
base_k100	4	moe_output	64-256	15	0.397093825	0.154308215	+0.003762905	+0.003125359	+0.005598958	nan	nan	nan
base_k100	4	moe_output	768-1024	21	0.378584708	0.158597571	+0.000535021	+0.000105949	+0.015043713	nan	nan	nan
base_k100	4	moe_output	all	592	0.426450529	0.141605817	-0.000182037	-0.000183954	-0.001162555	nan	nan	nan
base_k100	4	output	0-64	320	0.398475140	0.071178035	+0.000746062	+0.000437653	+0.026171875	nan	nan	nan
base_k100	4	output	1024-1000000000	196	0.499218996	0.051511597	-0.003046043	-0.000986929	-0.078443878	nan	nan	nan
base_k100	4	output	256-512	20	0.399243557	0.058795795	+0.002325159	+0.000435932	-0.093750000	nan	nan	nan
base_k100	4	output	512-768	20	0.398837277	0.065845169	+0.004080296	+0.002456021	-0.125000000	nan	nan	nan
base_k100	4	output	64-256	15	0.399068817	0.069914791	+0.001038822	+0.000797077	+0.075000000	nan	nan	nan
base_k100	4	output	768-1024	21	0.380275525	0.057199590	-0.001079508	-0.000398798	+0.047619048	nan	nan	nan
base_k100	4	output	all	592	0.431237167	0.062629446	-0.000400782	+0.000013566	-0.015625000	nan	nan	nan
base_k100	4	router_logits	0-64	320	0.399754207	0.031043524	-0.005325353	-0.006670657	-0.006982422	0.946875000	0.973125000	-0.004248047
base_k100	4	router_logits	1024-1000000000	196	0.499888307	0.021178546	+0.000110286	+0.000234623	-0.003985969	0.984693878	0.961904762	-0.003188776
base_k100	4	router_logits	256-512	20	0.399877727	0.024605799	-0.001880157	-0.003994417	+0.011718750	0.900000000	1.000000000	-0.000781250
base_k100	4	router_logits	512-768	20	0.399842605	0.025235346	+0.001140457	+0.001447773	-0.014062500	0.950000000	1.000000000	-0.007031250
base_k100	4	router_logits	64-256	15	0.399780353	0.031287960	-0.002715437	-0.003383446	+0.009375000	0.933333333	1.000000000	+0.013541667
base_k100	4	router_logits	768-1024	21	0.380846347	0.023525589	-0.006932520	-0.006673257	-0.019345238	0.952380952	0.980952381	-0.007440476
base_k100	4	router_logits	all	592	0.432243817	0.026655196	-0.003181766	-0.003936566	-0.005621833	0.957770270	0.972184685	-0.003536740
base_k100	8	attention_output	0-64	320	0.388625933	0.224487283	+0.012335095	+0.009847094	+0.125000000	nan	nan	nan
base_k100	8	attention_output	1024-1000000000	196	0.494030401	0.150532379	-0.003178904	-0.001175292	-0.084502551	nan	nan	nan
base_k100	8	attention_output	256-512	20	0.394074219	0.162988347	-0.001222241	-0.001382311	-0.078125000	nan	nan	nan
base_k100	8	attention_output	512-768	20	0.394996884	0.154353145	-0.004501486	-0.001675706	-0.128125000	nan	nan	nan
base_k100	8	attention_output	64-256	15	0.391348195	0.198245530	+0.003444775	+0.002848287	+0.204166667	nan	nan	nan
base_k100	8	attention_output	768-1024	21	0.370966926	0.228314234	+0.012704401	+0.006406787	+0.279761905	nan	nan	nan
base_k100	8	attention_output	all	592	0.423365216	0.191567439	+0.005959721	+0.005129762	+0.047719595	nan	nan	nan
base_k100	8	input	0-64	320	0.396046411	0.113758528	+0.000168743	+0.000092944	+0.036718750	nan	nan	nan
base_k100	8	input	1024-1000000000	196	0.498402810	0.074449709	-0.000840698	-0.000357479	+0.001913265	nan	nan	nan
base_k100	8	input	256-512	20	0.397888359	0.093410158	-0.000591755	+0.000129656	+0.037500000	nan	nan	nan
base_k100	8	input	512-768	20	0.398009411	0.095856081	+0.004015750	+0.000392008	+0.056250000	nan	nan	nan
base_k100	8	input	64-256	15	0.397544257	0.100564669	+0.010951678	+0.003734752	-0.025000000	nan	nan	nan
base_k100	8	input	768-1024	21	0.377030529	0.126711743	+0.000650026	+0.001161235	-0.047619048	nan	nan	nan
base_k100	8	input	all	592	0.429426626	0.097610840	+0.000229099	+0.000085332	+0.021326014	nan	nan	nan
base_k100	8	mlp_output	0-64	320	0.386228778	0.207070783	-0.007712341	-0.005063588	-0.113867187	nan	nan	nan
base_k100	8	mlp_output	1024-1000000000	196	0.490377116	0.141480619	-0.003889253	-0.003290767	-0.161033163	nan	nan	nan
base_k100	8	mlp_output	256-512	20	0.395950964	0.129957806	+0.000510094	-0.004361808	+0.134375000	nan	nan	nan
base_k100	8	mlp_output	512-768	20	0.396004286	0.133827658	-0.002839437	-0.002307339	+0.006250000	nan	nan	nan
base_k100	8	mlp_output	64-256	15	0.385597821	0.204015608	-0.013425386	-0.014910348	-0.022916667	nan	nan	nan
base_k100	8	mlp_output	768-1024	21	0.370489410	0.257231957	+0.029611240	+0.014154028	+0.497023810	nan	nan	nan
base_k100	8	mlp_output	all	592	0.420794719	0.178759351	-0.004824957	-0.003927605	-0.093063767	nan	nan	nan
base_k100	8	moe_output	0-64	320	0.385175055	0.234805731	+0.000396150	+0.000380696	+0.005017090	nan	nan	nan
base_k100	8	moe_output	1024-1000000000	196	0.490033481	0.176302671	-0.000626582	+0.000148939	-0.026586416	nan	nan	nan
base_k100	8	moe_output	256-512	20	0.393695939	0.157542832	-0.000686505	-0.000509060	-0.014648438	nan	nan	nan
base_k100	8	moe_output	512-768	20	0.392885941	0.186059847	+0.000962210	+0.001378671	-0.020507812	nan	nan	nan
base_k100	8	moe_output	64-256	15	0.393123337	0.166164265	+0.000691492	+0.000361795	+0.013541667	nan	nan	nan
base_k100	8	moe_output	768-1024	21	0.363957445	0.291179777	+0.000974230	+0.000555587	+0.004464286	nan	nan	nan
base_k100	8	moe_output	all	592	0.419888807	0.208625158	+0.000068080	+0.000313346	-0.006776552	nan	nan	nan
base_k100	8	output	0-64	320	0.393896003	0.140795153	+0.002418763	+0.000721581	+0.126953125	nan	nan	nan
base_k100	8	output	1024-1000000000	196	0.495626312	0.096952601	-0.002414814	-0.000609859	-0.029974490	nan	nan	nan
base_k100	8	output	256-512	20	0.397540119	0.100184928	-0.004317904	-0.001427785	-0.168750000	nan	nan	nan
base_k100	8	output	512-768	20	0.397874665	0.098977391	+0.003949380	+0.000349712	+0.125000000	nan	nan	nan
base_k100	8	output	64-256	15	0.396617738	0.114326731	+0.009683998	+0.004873212	+0.183333333	nan	nan	nan
base_k100	8	output	768-1024	21	0.376791781	0.134898336	-0.001531817	+0.001762951	-0.035714286	nan	nan	nan
base_k100	8	output	all	592	0.427296735	0.120631172	+0.000686523	+0.000337723	+0.060599662	nan	nan	nan
base_k100	8	router_logits	0-64	320	0.398423685	0.062496320	-0.001578569	-0.002045852	-0.003027344	0.943750000	0.942083333	-0.000195313
base_k100	8	router_logits	1024-1000000000	196	0.499527932	0.037281513	+0.002752692	+0.002477512	+0.005022321	0.974489796	0.943537415	-0.000159439
base_k100	8	router_logits	256-512	20	0.399699110	0.037711597	-0.000640225	-0.000040913	-0.009375000	1.000000000	0.960000000	-0.015625000
base_k100	8	router_logits	512-768	20	0.399616399	0.043607887	-0.007780981	-0.008031273	-0.014062500	0.850000000	1.000000000	-0.014062500
base_k100	8	router_logits	64-256	15	0.399506704	0.046306635	+0.003883839	+0.002758789	+0.009375000	0.866666667	0.973333333	-0.003125000
base_k100	8	router_logits	768-1024	21	0.379654197	0.075985401	-0.010723716	-0.012525831	-0.014880952	0.952380952	0.892063492	+0.008928571
base_k100	8	router_logits	all	592	0.431342403	0.051521078	-0.000508411	-0.000932744	-0.001055743	0.951013514	0.944144144	-0.000923775
base_k100	12	attention_output	0-64	320	0.367685579	0.356996631	-0.006496537	-0.000020931	-0.087402344	nan	nan	nan
base_k100	12	attention_output	1024-1000000000	196	0.476105707	0.266152102	-0.000924307	-0.000042308	-0.020727041	nan	nan	nan
base_k100	12	attention_output	256-512	20	0.384732932	0.240341592	-0.005002436	-0.001898192	-0.032812500	nan	nan	nan
base_k100	12	attention_output	512-768	20	0.387041575	0.242765738	-0.003944293	-0.001296863	-0.076562500	nan	nan	nan
base_k100	12	attention_output	64-256	15	0.358727407	0.392380501	-0.004907433	-0.000148046	+0.122916667	nan	nan	nan
base_k100	12	attention_output	768-1024	21	0.349606843	0.381640116	-0.013946576	-0.004848033	-0.180059524	nan	nan	nan
base_k100	12	attention_output	all	592	0.403942988	0.316604443	-0.004738987	-0.000308988	-0.061074747	nan	nan	nan
base_k100	12	input	0-64	320	0.391245539	0.175556374	+0.003087838	+0.001964206	+0.035156250	nan	nan	nan
base_k100	12	input	1024-1000000000	196	0.490696249	0.129760735	-0.008571832	-0.004358281	-0.182397959	nan	nan	nan
base_k100	12	input	256-512	20	0.395624664	0.124386103	+0.003705120	-0.000987780	+0.525000000	nan	nan	nan
base_k100	12	input	512-768	20	0.397616366	0.103021603	-0.002673471	+0.000812382	-0.075000000	nan	nan	nan
base_k100	12	input	64-256	15	0.390067367	0.184210574	+0.001865323	+0.004171741	-0.216666667	nan	nan	nan
base_k100	12	input	768-1024	21	0.373349990	0.182844867	-0.001583962	+0.000936664	+0.071428571	nan	nan	nan
base_k100	12	input	all	592	0.423870301	0.154590047	-0.001142941	-0.000248208	-0.029138514	nan	nan	nan
base_k100	12	mlp_output	0-64	320	0.384323534	0.259436869	-0.000670512	-0.000527761	-0.009954834	nan	nan	nan
base_k100	12	mlp_output	1024-1000000000	196	0.480377238	0.202782561	-0.002384117	-0.000721257	-0.023058833	nan	nan	nan
base_k100	12	mlp_output	256-512	20	0.391734180	0.172182697	+0.000547298	+0.000284849	+0.008007812	nan	nan	nan
base_k100	12	mlp_output	512-768	20	0.393827394	0.173463471	-0.000379142	-0.000060922	-0.000195313	nan	nan	nan
base_k100	12	mlp_output	64-256	15	0.377005406	0.302023589	+0.001579461	+0.000507371	+0.029687500	nan	nan	nan
base_k100	12	mlp_output	768-1024	21	0.361857437	0.305730083	+0.001636290	+0.000961943	+0.008928571	nan	nan	nan
base_k100	12	mlp_output	all	592	0.415714170	0.234780319	-0.001048030	-0.000469527	-0.011682459	nan	nan	nan
base_k100	12	moe_output	0-64	320	0.350481468	0.493851579	+0.001158272	+0.000723223	+0.028210449	nan	nan	nan
base_k100	12	moe_output	1024-1000000000	196	0.461608724	0.340464685	-0.000199656	-0.000056230	-0.000837054	nan	nan	nan
base_k100	12	moe_output	256-512	20	0.376314288	0.324258002	-0.000169382	-0.000074657	-0.013671875	nan	nan	nan
base_k100	12	moe_output	512-768	20	0.379534537	0.312611706	+0.000175536	+0.000227080	-0.004882812	nan	nan	nan
base_k100	12	moe_output	64-256	15	0.348780417	0.436150218	-0.000612036	-0.000417975	-0.002213542	nan	nan	nan
base_k100	12	moe_output	768-1024	21	0.334605983	0.488237363	+0.000504728	+0.000556781	-0.002697173	nan	nan	nan
base_k100	12	moe_output	all	592	0.388521601	0.422641794	+0.000562595	+0.000386624	+0.014193148	nan	nan	nan
base_k100	12	output	0-64	320	0.390413131	0.185363532	+0.003736219	+0.001132853	+0.052343750	nan	nan	nan
base_k100	12	output	1024-1000000000	196	0.490498475	0.137424464	-0.008775068	-0.003936646	-0.135204082	nan	nan	nan
base_k100	12	output	256-512	20	0.396349424	0.123255080	+0.004621017	+0.000941217	+0.300000000	nan	nan	nan
base_k100	12	output	512-768	20	0.397427309	0.110368249	+0.003280592	+0.000181517	+0.350000000	nan	nan	nan
base_k100	12	output	64-256	15	0.390150710	0.194502309	+0.008441718	+0.007434595	-0.033333333	nan	nan	nan
base_k100	12	output	768-1024	21	0.373660857	0.182849019	-0.002977394	-0.000310481	+0.071428571	nan	nan	nan
base_k100	12	output	all	592	0.423386109	0.162862977	-0.000510457	-0.000475703	+0.007179054	nan	nan	nan
base_k100	12	router_logits	0-64	320	0.397168055	0.082298232	-0.001445560	-0.002832719	+0.012207031	0.915625000	0.907529762	-0.000170898
base_k100	12	router_logits	1024-1000000000	196	0.490653892	0.093378342	+0.009083643	+0.008590474	+0.023437500	0.908163265	0.881486880	+0.002750319
base_k100	12	router_logits	256-512	20	0.399422932	0.048720010	-0.006091028	-0.007973099	-0.020312500	0.950000000	0.877142857	-0.023437500
base_k100	12	router_logits	512-768	20	0.399466923	0.049834769	+0.004163569	+0.003513145	-0.004687500	1.000000000	0.853333333	-0.025000000
base_k100	12	router_logits	64-256	15	0.398658983	0.068971963	+0.002572576	-0.002019246	+0.053125000	0.866666667	0.920000000	+0.000000000
base_k100	12	router_logits	768-1024	21	0.379295925	0.086399967	+0.005965795	+0.005826496	+0.008184524	0.904761905	0.898412698	-0.001488095
base_k100	12	router_logits	all	592	0.427677089	0.084291879	+0.002437730	+0.001317790	+0.015149916	0.915540541	0.896042471	-0.000870988
base_k100	16	attention_output	0-64	320	0.368811471	0.360090178	-0.019680859	-0.006843502	-0.296679688	nan	nan	nan
base_k100	16	attention_output	1024-1000000000	196	0.481193884	0.261228250	-0.007970732	-0.003807013	-0.032684949	nan	nan	nan
base_k100	16	attention_output	256-512	20	0.391301259	0.201413537	-0.008489555	-0.006371914	+0.178125000	nan	nan	nan
base_k100	16	attention_output	512-768	20	0.386745325	0.260603126	-0.010225001	-0.003803325	+0.006250000	nan	nan	nan
base_k100	16	attention_output	64-256	15	0.370405451	0.360825837	-0.018319106	-0.004499475	-0.393750000	nan	nan	nan
base_k100	16	attention_output	768-1024	21	0.362040548	0.342206684	+0.001468443	+0.005327327	+0.386904762	nan	nan	nan
base_k100	16	attention_output	all	592	0.407185029	0.313635364	-0.014321586	-0.005228409	-0.161211993	nan	nan	nan
base_k100	16	input	0-64	320	0.380332775	0.246118169	+0.008067282	+0.007346660	+0.087304688	nan	nan	nan
base_k100	16	input	1024-1000000000	196	0.488747603	0.167405773	-0.013761987	-0.004304553	-0.464285714	nan	nan	nan
base_k100	16	input	256-512	20	0.395980838	0.129224835	+0.005861068	+0.001587309	+0.325000000	nan	nan	nan
base_k100	16	input	512-768	20	0.394037956	0.153624837	-0.004888290	+0.000178474	-0.225000000	nan	nan	nan
base_k100	16	input	64-256	15	0.386066560	0.222388972	-0.000247939	+0.008013999	-0.166666667	nan	nan	nan
base_k100	16	input	768-1024	21	0.369607136	0.231118841	-0.010714275	-0.001765030	-0.452380952	nan	nan	nan
base_k100	16	input	all	592	0.416983348	0.208417865	-0.000549126	+0.002746113	-0.123416385	nan	nan	nan
base_k100	16	mlp_output	0-64	320	0.379926158	0.316333957	+0.000235705	+0.000166528	+0.004229736	nan	nan	nan
base_k100	16	mlp_output	1024-1000000000	196	0.485156095	0.221588326	-0.000087247	-0.000013512	-0.000787229	nan	nan	nan
base_k100	16	mlp_output	256-512	20	0.393979535	0.162663697	+0.000193218	-0.000001751	+0.003515625	nan	nan	nan
base_k100	16	mlp_output	512-768	20	0.390165150	0.229723169	+0.000173985	+0.000026955	+0.000878906	nan	nan	nan
base_k100	16	mlp_output	64-256	15	0.382270388	0.314028156	+0.001040050	+0.000316527	+0.017968750	nan	nan	nan
base_k100	16	mlp_output	768-1024	21	0.358283707	0.328793184	+0.000327827	+0.000105341	+0.007626488	nan	nan	nan
base_k100	16	mlp_output	all	592	0.414878163	0.272890671	+0.000148909	+0.000098150	+0.002899995	nan	nan	nan
base_k100	16	moe_output	0-64	320	0.337040646	0.559304626	+0.001054791	+0.000883378	+0.008172607	nan	nan	nan
base_k100	16	moe_output	1024-1000000000	196	0.457313215	0.372368571	+0.000245716	+0.000083509	+0.012615593	nan	nan	nan
base_k100	16	moe_output	256-512	20	0.377745631	0.296704140	-0.000089681	+0.000009021	-0.002539063	nan	nan	nan
base_k100	16	moe_output	512-768	20	0.366747749	0.368854638	-0.000528486	-0.000527017	+0.000195313	nan	nan	nan
base_k100	16	moe_output	64-256	15	0.321635073	0.486879081	-0.000958666	-0.000643779	-0.021093750	nan	nan	nan
base_k100	16	moe_output	768-1024	21	0.343869910	0.454289926	+0.000943080	+0.000484802	+0.025669643	nan	nan	nan
base_k100	16	moe_output	all	592	0.379091315	0.468606157	+0.000639789	+0.000488535	+0.008891338	nan	nan	nan
base_k100	16	output	0-64	320	0.381934349	0.242804495	+0.009282679	+0.006834734	+0.233984375	nan	nan	nan
base_k100	16	output	1024-1000000000	196	0.490747331	0.160951560	-0.009548576	-0.003151698	-0.312500000	nan	nan	nan
base_k100	16	output	256-512	20	0.395993784	0.136050091	+0.013418126	+0.001997083	+0.700000000	nan	nan	nan
base_k100	16	output	512-768	20	0.394191325	0.156938391	-0.006843537	-0.002421238	-0.200000000	nan	nan	nan
base_k100	16	output	64-256	15	0.384994117	0.241598204	-0.003084485	+0.007315566	-0.433333333	nan	nan	nan
base_k100	16	output	768-1024	21	0.372216494	0.212738675	-0.019494976	-0.002320714	-0.976190476	nan	nan	nan
base_k100	16	output	all	592	0.418582144	0.204482948	+0.001308727	+0.002739692	-0.005701014	nan	nan	nan
base_k100	16	router_logits	0-64	320	0.389866617	0.143024943	+0.005048239	+0.004418077	+0.014355469	0.850000000	0.861279762	-0.004394531
base_k100	16	router_logits	1024-1000000000	196	0.496458154	0.095764124	+0.004809310	+0.005380234	-0.007573342	0.882653061	0.890621963	-0.009167730
base_k100	16	router_logits	256-512	20	0.398936096	0.065080436	-0.014228916	-0.015955448	+0.010937500	0.900000000	0.906666667	-0.010937500
base_k100	16	router_logits	512-768	20	0.398919249	0.070117574	+0.004718775	+0.003285027	+0.000781250	0.900000000	0.870000000	-0.010156250
base_k100	16	router_logits	64-256	15	0.395017334	0.120878657	-0.014137856	-0.018399048	+0.039583333	0.933333333	0.880000000	+0.017708333
base_k100	16	router_logits	768-1024	21	0.378848513	0.110259692	+0.012656325	+0.013651348	+0.014136905	0.857142857	0.838548753	+0.012648810
base_k100	16	router_logits	all	592	0.425508955	0.118675822	+0.004090496	+0.003759450	+0.007152660	0.866554054	0.872490347	-0.005225929
base_k100	20	attention_output	0-64	320	0.379516056	0.302051670	-0.025938137	-0.003387164	-0.625976562	nan	nan	nan
base_k100	20	attention_output	1024-1000000000	196	0.483235563	0.232467421	-0.027554603	-0.005515958	-0.759566327	nan	nan	nan
base_k100	20	attention_output	256-512	20	0.392859903	0.196505220	-0.049213463	-0.010001253	-0.787500000	nan	nan	nan
base_k100	20	attention_output	512-768	20	0.386379474	0.238542592	-0.023577988	-0.012454259	-0.481250000	nan	nan	nan
base_k100	20	attention_output	64-256	15	0.375793084	0.355802497	+0.021375740	+0.007273277	+0.641666667	nan	nan	nan
base_k100	20	attention_output	768-1024	21	0.364217997	0.281885519	-0.028253629	-0.004623383	-0.928571429	nan	nan	nan
base_k100	20	attention_output	all	592	0.413901301	0.270760557	-0.026063218	-0.004395477	-0.649387669	nan	nan	nan
base_k100	20	input	0-64	320	0.362297202	0.372250627	+0.004710136	+0.004305260	+0.156250000	nan	nan	nan
base_k100	20	input	1024-1000000000	196	0.473945087	0.261919335	-0.014060755	-0.006538598	-0.366071429	nan	nan	nan
base_k100	20	input	256-512	20	0.386281350	0.224338397	-0.006140342	-0.003098625	-0.181250000	nan	nan	nan
base_k100	20	input	512-768	20	0.380589238	0.268749143	+0.000694734	-0.001478453	+0.350000000	nan	nan	nan
base_k100	20	input	64-256	15	0.364432490	0.368755459	+0.013374221	+0.005544951	+0.483333333	nan	nan	nan
base_k100	20	input	768-1024	21	0.341028293	0.427750944	+0.002736838	-0.003072282	+0.279761905	nan	nan	nan
base_k100	20	input	all	592	0.399989586	0.323810218	-0.001857246	+0.000039245	-0.008868243	nan	nan	nan
base_k100	20	mlp_output	0-64	320	0.364878466	0.372072844	+0.001692374	+0.000903885	+0.026269531	nan	nan	nan
